CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1583153,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2015.0,06/05/2015,,,,,Park,24/08/2019,"(-37.82204619498024, 144.95692746786395)",-37.82204619498024,144.95692746786395,320181.56,5811962.59
1037592,Canary Island Pine,Pinus canariensis,Pinus,Pinaceae,78.0,1998.0,11/02/1998,Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.78921727299458, 144.9593562151002)",-37.78921727299458,144.9593562151002,320315.78,5815610.16
1034567,Variegated Elm,Ulmus minor,Ulmus,Ulmaceae,59.0,1998.0,10/09/1998,Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.81722783421943, 144.9881849913476)",-37.81722783421943,144.9881849913476,322921.42,5812556.99
1048837,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,15/12/1998,,,,,Park,24/08/2019,"(-37.78975609619841, 144.94660722498944)",-37.7897560961984,144.94660722498944,319194.39,5815525.78
1017911,London Plane,Platanus x acerifolia,Platanus,Platanaceae,33.0,1997.0,20/10/1997,Semi-Mature,1-5 years (>50% canopy),5.0,,Street,24/08/2019,"(-37.8060351850258, 144.95950974047815)",-37.8060351850258,144.95950974047815,320370.05,5813744.24
1521606,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.78272911508031, 144.94458417373662)",-37.782729115080315,144.94458417373664,318999.09,5816301.62
1029430,Elm,Ulmus unknown,Ulmus,Ulmaceae,83.0,1997.0,12/05/1997,Mature,6-10 years (<50% canopy),10.0,,Street,24/08/2019,"(-37.82415801780684, 144.9702037388049)",-37.824158017806845,144.9702037388049,321355.27,5811753.73
1064814,Monterey Cypress,Hesperocyparis macrocarpa,Hesperocyparis,Cupressaceae,15.0,2006.0,10/01/2006,Semi-Mature,61+ years,80.0,,Park,24/08/2019,"(-37.83263820518311, 144.97707016538394)",-37.83263820518311,144.97707016538394,321980.04,5810825.83
1564543,Weeping Bottlebrush,Callistemon viminalis,Callistemon,Myrtaceae,,2014.0,15/07/2014,,,,,Street,24/08/2019,"(-37.81870084545985, 144.96980579873073)",-37.81870084545985,144.9698057987307,321307.08,5812358.53
1603857,Kurrajong,Brachychiton populneus,Brachychiton,Malvaceae,,2015.0,07/08/2015,,,,,Park,24/08/2019,"(-37.795224279304385, 144.9517162790516)",-37.79522427930439,144.9517162790516,319657.6,5814928.87
1289927,Manchurian Pear,Pyrus ussuriensis,Pyrus,Rosaceae,25.0,,,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.78908065247425, 144.9248581036893)",-37.78908065247425,144.9248581036893,317277.46,5815558.43
1047494,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,12/11/1998,,,,,Park,24/08/2019,"(-37.79172748189598, 144.9461663150155)",-37.791727481895975,144.94616631501552,319160.37,5815306.17
1069557,Japanese Zelkova,Zelkova serrata,Zelkova,Ulmaceae,4.0,2006.0,21/12/2006,Juvenile,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.84780173423392, 144.98097073956822)",-37.847801734233926,144.98097073956822,322359.72,5809150.62
1640125,European nettle tree,Celtis australis,Celtis,Cannabaceae,,2016.0,27/09/2016,,,,,Street,24/08/2019,"(-37.79462827915077, 144.97356065540149)",-37.79462827915077,144.97356065540149,321579.67,5815036.94
1019790,Golden Honeylocust,Gleditsia triacanthos,Gleditsia,Fabaceae,17.0,1900.0,02/01/2000,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.795092551813134, 144.95676539133342)",-37.795092551813134,144.95676539133342,320101.88,5814953.22
1022216,Elm,Ulmus unknown,Ulmus,Ulmaceae,57.0,1997.0,11/07/1997,Mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.79198038538639, 144.96181826932508)",-37.79198038538639,144.96181826932508,320539.28,5815308.28
1046243,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,12/07/1998,,,,,Park,24/08/2019,"(-37.78801395393811, 144.95263328931063)",-37.788013953938105,144.95263328931063,319720.82,5815730.74
1037504,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,,1900.0,02/01/2000,,,,,Park,24/08/2019,"(-37.80826084683993, 144.97292085913006)",-37.80826084683993,144.97292085913006,321556.15,5813522.97
1716942,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2017.0,02/11/2017,,,,,Street,24/08/2019,"(-37.802226093914136, 144.90979797674973)",-37.80222609391413,144.90979797674973,315983.85,5814070.17
1036865,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,52.0,1998.0,28/10/1998,Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.80634468781295, 144.9732620999718)",-37.80634468781295,144.9732620999718,321581.58,5813736.25
1019981,Elm,Ulmus unknown,Ulmus,Ulmaceae,88.0,1997.0,29/10/1997,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.79314242352607, 144.95544762888733)",-37.79314242352607,144.9554476288873,319981.11,5815167.08
1041868,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,19/11/1998,,,,,Park,24/08/2019,"(-37.79242690890593, 144.9551062298352)",-37.79242690890593,144.9551062298352,319949.31,5815245.82
1456547,`Rosea¿ Red Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,,2010.0,21/09/2010,,,,,Park,24/08/2019,"(-37.78490474527045, 144.94567449152834)",-37.78490474527045,144.94567449152834,319100.42,5816062.31
1524597,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.789005549184246, 144.9507281605209)",-37.78900554918425,144.9507281605209,319555.46,5815617.03
1764455,Dwarf Yellow Bloodwood,Corymbia eximia,Corymbia,Myrtaceae,,2019.0,11/06/2019,,,,,Street,24/08/2019,"(-37.821534294649716, 144.94244072988593)",-37.82153429464972,144.9424407298859,318905.14,5811991.4
1635868,River Sheoak,Casuarina cunninghamiana,Casuarina,Casuarinaceae,,2016.0,28/06/2016,,,,,Park,24/08/2019,"(-37.81201357825695, 144.9352173988199)",-37.81201357825695,144.9352173988199,318245.96,5813033.85
1015064,London Plane,Platanus x acerifolia,Platanus,Platanaceae,61.0,1997.0,30/09/1997,Mature,6-10 years (>50% canopy),10.0,,Street,24/08/2019,"(-37.79971174056188, 144.94521694432612)",-37.79971174056188,144.94521694432612,319096.25,5814418.35
1358469,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,21.0,2009.0,02/07/2009,Semi-Mature,61+ years,80.0,,Street,24/08/2019,"(-37.8197913819876, 144.94767896815574)",-37.8197913819876,144.94767896815574,319361.98,5812194.95
1055680,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,,1900.0,02/01/2000,,,,,Park,24/08/2019,"(-37.79190675610873, 144.95767215865877)",-37.79190675610873,144.95767215865877,320174.0,5815308.48
1060976,Liquidamber or Sweet Gum,Liquidambar styraciflua,Liquidambar,Altingiaceae,19.0,2000.0,01/01/2000,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.823697514790815, 144.96460769244047)",-37.82369751479081,144.96460769244047,320861.59,5811794.11
1033779,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,,1900.0,02/01/2000,,,,,Park,24/08/2019,"(-37.82101700189394, 144.97378429405475)",-37.821017001893935,144.97378429405475,321662.87,5812109.12
1455503,Stone Pine,Pinus pinea,Pinus,Pinaceae,,2010.0,30/08/2010,,,,,Park,24/08/2019,"(-37.830362146694775, 144.9723002031415)",-37.830362146694775,144.9723002031415,321554.75,5811069.29
1758022,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,,2019.0,29/05/2019,,,,,Park,24/08/2019,"(-37.794071410985346, 144.9535672965013)",-37.79407141098535,144.95356729650132,319817.79,5815060.37
1656287,Brittle Gum,Eucalyptus mannifera,Eucalyptus,Myrtaceae,,2016.0,11/05/2016,,,,,Park,24/08/2019,"(-37.792271625299364, 144.92099566784623)",-37.79227162529936,144.92099566784623,316945.2,5815196.78
1605201,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2015.0,16/09/2015,,,,,Park,24/08/2019,"(-37.79226810943558, 144.94951308208542)",-37.792268109435575,144.9495130820854,319456.4,5815252.65
1754375,Sapporo Autumn Gold Elm,Ulmus davidiana var. japonica x pumila,Ulmus,Ulmaceae,,2019.0,26/04/2019,,,,,Street,24/08/2019,"(-37.801781461835645, 144.96073815478576)",-37.801781461835645,144.96073815478576,320467.9,5814218.62
1049805,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,1998.0,17/12/1998,,,,,Park,24/08/2019,"(-37.79114782679178, 144.9474937461196)",-37.791147826791786,144.9474937461196,319275.85,5815373.06
1041698,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,18/11/1998,,,,,Park,24/08/2019,"(-37.79438662184772, 144.9535349769339)",-37.79438662184772,144.9535349769339,319815.71,5815025.33
1049654,Unknown,Melaleuca parvistaminea,Melaleuca,Myrtaceae,,1998.0,17/12/1998,,,,,Park,24/08/2019,"(-37.790749760538496, 144.94468692442103)",-37.79074976053849,144.94468692442103,319027.71,5815411.8
1017263,London Plane,Platanus x acerifolia,Platanus,Platanaceae,27.0,1997.0,13/10/1997,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.794474314065646, 144.9269178155131)",-37.794474314065646,144.9269178155131,317472.12,5814963.94
1604725,Silver Banksia,Banksia marginata,Banksia,Proteaceae,,2015.0,07/08/2015,,,,,Park,24/08/2019,"(-37.79476592921411, 144.95151873081093)",-37.79476592921411,144.9515187308109,319639.09,5814979.35
1051450,Sugar gum,Eucalyptus cladocalyx,Eucalyptus,Myrtaceae,,1998.0,23/12/1998,,,,,Park,24/08/2019,"(-37.78630849888175, 144.95217335186638)",-37.78630849888175,144.95217335186638,319676.17,5815919.1
1068890,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,26.0,2006.0,21/11/2006,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.80705827023567, 144.9644968647685)",-37.80705827023567,144.9644968647685,320811.6,5813640.29
1743501,Camphor Laurel,Cinnamomum camphora,Cinnamomum,Lauraceae,,2018.0,31/08/2018,,,,,Street,24/08/2019,"(-37.800267842027814, 144.94490113235037)",-37.800267842027814,144.94490113235037,319069.8,5814356.03
1058489,Small-leaved Linden,Tilia cordata,Tilia,Malvaceae,56.0,1998.0,15/10/1998,Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.810954813087456, 144.98286978790134)",-37.810954813087456,144.98286978790134,322438.5,5813242.99
1286142,Elm,Ulmus unknown,Ulmus,Ulmaceae,53.0,2008.0,16/07/2008,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.793664563713364, 144.9273606327729)",-37.79366456371336,144.92736063277292,317509.12,5815054.66
1441080,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2009.0,15/12/2009,,,,,Park,24/08/2019,"(-37.78802568320366, 144.95170636238893)",-37.78802568320366,144.9517063623889,319639.22,5815727.65
1578957,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,2015.0,11/03/2015,,,,,Street,24/08/2019,"(-37.82758556920087, 144.9554088055241)",-37.82758556920087,144.95540880552412,320061.34,5811344.98
1717032,Grey corkwood,Erythrina vespertilio,Erythrina,Leguminosae,,2017.0,15/11/2017,,,,,Park,24/08/2019,"(-37.82805603737409, 144.98476556550085)",-37.8280560373741,144.98476556550085,322646.34,5811348.94
1582996,Chinese Elm,Ulmus parvifolia,Ulmus,Ulmaceae,,2015.0,01/06/2015,,,,,Street,24/08/2019,"(-37.80477432826588, 144.95246852216573)",-37.80477432826588,144.95246852216573,319747.06,5813870.59
1062201,Small-leaved Linden,Tilia cordata,Tilia,Malvaceae,,2000.0,01/01/2000,,,,,Park,24/08/2019,"(-37.81151926285282, 144.98758605551924)",-37.81151926285282,144.98758605551924,322855.05,5813189.31
1041455,Bangalay,Eucalyptus botryoides,Eucalyptus,Myrtaceae,,1998.0,17/11/1998,,,,,Street,24/08/2019,"(-37.78015100331344, 144.95782490361057)",-37.780151003313435,144.95782490361054,320158.95,5816613.26
1764029,Manuka,Kunzea ericoides,Kunzea,Myrtaceae,,2019.0,17/06/2019,,,,,Park,24/08/2019,"(-37.802973337187176, 144.92701863537658)",-37.80297333718717,144.92701863537658,317501.92,5814021.03
1070915,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,11.0,2006.0,16/11/2006,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.78820327018075, 144.94305371572435)",-37.78820327018075,144.94305371572437,318877.67,5815691.21
1059921,London Plane,Platanus x acerifolia,Platanus,Platanaceae,28.0,1900.0,02/01/2000,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.80395122349996, 144.9325971766168)",-37.80395122349996,144.9325971766168,317995.49,5813923.4
1522390,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Street,24/08/2019,"(-37.80047275456479, 144.91408105641972)",-37.800472754564794,144.91408105641972,316356.62,5814273.16
1067275,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,2006.0,05/12/2006,,,,,Park,24/08/2019,"(-37.787218614023786, 144.9627539791512)",-37.78721861402378,144.9627539791512,320610.16,5815838.47
1025764,Mop Top Robina,Robinia pseudoacacia,Robinia,Fabaceae,24.0,1900.0,02/01/2000,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.808076015886755, 144.97221952607867)",-37.80807601588676,144.97221952607867,321493.96,5813542.14
1049322,Unknown,Melaleuca parvistaminea,Melaleuca,Myrtaceae,,1998.0,16/12/1998,,,,,Park,24/08/2019,"(-37.789663169010716, 144.9447051110042)",-37.78966316901072,144.94470511100417,319026.66,5815532.41
1050908,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,1998.0,21/12/1998,,,,,Park,24/08/2019,"(-37.77929571218432, 144.95480838318852)",-37.77929571218432,144.95480838318852,319891.2,5816702.36
1525034,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.78730754078262, 144.9493710997217)",-37.78730754078262,144.94937109972167,319431.82,5815802.83
1033791,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,17.0,1900.0,02/01/2000,Semi-Mature,1-5 years (<50% canopy),5.0,,Park,24/08/2019,"(-37.820185435883495, 144.97319493726408)",-37.820185435883495,144.9731949372641,321608.99,5812200.27
1032065,Algerian Oak,Quercus canariensis,Quercus,Fagaceae,,1998.0,09/04/1998,,,,,Park,24/08/2019,"(-37.83151983814528, 144.97464285395762)",-37.83151983814528,144.97464285395765,321763.72,5810945.3
1043060,Varnish Wattle,Acacia verniciflua,Acacia,Fabaceae,,1998.0,23/11/1998,,,,,Park,24/08/2019,"(-37.79192266363745, 144.95086820817153)",-37.79192266363745,144.95086820817153,319574.89,5815293.6
1766387,Weaping Myall,Acacia pendula,Acacia,Fabaceae,,2019.0,05/07/2019,,,,,Park,24/08/2019,"(-37.79462094685115, 144.91482609267715)",-37.79462094685115,144.91482609267715,316407.73,5814923.98
1065907,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2006.0,07/02/2006,,,,,Park,24/08/2019,"(-37.7792428274635, 144.95596171339506)",-37.7792428274635,144.95596171339506,319992.65,5816710.45
1050186,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,1998.0,18/12/1998,,,,,Park,24/08/2019,"(-37.784018792901655, 144.95630885042752)",-37.784018792901655,144.95630885042752,320034.81,5816181.15
1766337,Ivy curl,Buckinghamia celsissima,Buckinghamia,Proteaceae,,2019.0,02/07/2019,,,,,Street,24/08/2019,"(-37.80171531817698, 144.94848848824816)",-37.801715318176974,144.94848848824816,319389.19,5814202.35
1288041,Japanese Zelkova,Zelkova serrata,Zelkova,Ulmaceae,16.0,,,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.77746443402902, 144.9388444308674)",-37.77746443402902,144.9388444308674,318480.71,5816874.69
1028623,Elm,Ulmus unknown,Ulmus,Ulmaceae,89.0,1997.0,12/03/1997,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.8300526133335, 144.9874482191335)",-37.8300526133335,144.98744821913348,322887.23,5811132.48
1067198,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,11.0,2006.0,05/12/2006,Semi-Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.779897702275406, 144.96159783601476)",-37.779897702275406,144.96159783601476,320490.63,5816648.62
1026711,Dutch Elm,Ulmus x hollandica,Ulmus,Ulmaceae,,1900.0,01/01/2000,,,,,Street,24/08/2019,"(-37.81398915291711, 144.98433163265528)",-37.81398915291711,144.98433163265528,322574.46,5812909.06
1766173,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,,2019.0,04/07/2019,,,,,Park,24/08/2019,"(-37.789139346007595, 144.95482735684325)",-37.7891393460076,144.95482735684325,319916.77,5815610.09
1604726,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,,2015.0,07/08/2015,,,,,Park,24/08/2019,"(-37.794767037949306, 144.95149439735266)",-37.794767037949306,144.95149439735266,319636.95,5814979.18
1019910,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,29.0,1997.0,29/10/1997,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.792595339352694, 144.95753145883947)",-37.79259533935269,144.95753145883947,320163.28,5815231.8
1062843,Flame Tree,Brachychiton acerifolius,Brachychiton,Malvaceae,18.0,2000.0,01/01/2000,Semi-Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.825366504762826, 144.97755142736685)",-37.825366504762826,144.97755142736685,322004.92,5811633.66
1048177,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,14/12/1998,,,,,Park,24/08/2019,"(-37.79005443995442, 144.94732891197108)",-37.790054439954424,144.94732891197108,319258.67,5815494.07
1523599,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,2012.0,27/04/2012,,,,,Street,24/08/2019,"(-37.785057284077624, 144.94639619031943)",-37.78505728407762,144.94639619031943,319164.35,5816046.78
1052446,Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,67.0,1998.0,31/12/1998,Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.79838655429511, 144.92588784260013)",-37.798386554295114,144.9258878426001,317391.06,5814527.8
1068552,Maidenhair Tree,Ginkgo biloba,Ginkgo,Ginkgoaceae,4.0,2006.0,19/09/2006,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.794410623896724, 144.95548761779727)",-37.79441062389672,144.95548761779727,319987.71,5815026.43
1026825,London Plane,Platanus x acerifolia,Platanus,Platanaceae,34.0,1997.0,26/11/1997,Semi-Mature,6-10 years (>50% canopy),10.0,,Street,24/08/2019,"(-37.81679450123757, 144.98145817664587)",-37.81679450123757,144.98145817664587,322328.23,5812592.3
1764384,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,,2019.0,18/06/2019,,,,,Park,24/08/2019,"(-37.80314913329791, 144.92842048522508)",-37.80314913329791,144.92842048522508,317625.78,5814004.26
1020671,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,37.0,1900.0,02/01/2000,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.77979372749755, 144.94239681809492)",-37.77979372749755,144.9423968180949,318799.28,5816623.11
1766274,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,2019.0,15/07/2019,,,,,Street,24/08/2019,"(-37.79490384111116, 144.97526239603408)",-37.79490384111116,144.97526239603408,321730.18,5815009.61
1584381,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2015.0,13/06/2015,,,,,Park,24/08/2019,"(-37.79580443879386, 144.95088121471662)",-37.79580443879386,144.95088121471662,319585.48,5814862.88
1522206,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.7801985299318, 144.94022068466808)",-37.780198529931795,144.9402206846681,318608.61,5816573.97
1037564,English Elm,Ulmus procera,Ulmus,Ulmaceae,79.0,1998.0,30/10/1998,Over-mature,1-5 years (<50% canopy),5.0,,Park,24/08/2019,"(-37.80294125035777, 144.9655403333315)",-37.802941250357776,144.96554033333152,320893.52,5814099.14
1603531,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2015.0,26/08/2015,,,,,Park,24/08/2019,"(-37.78715513136776, 144.94108470565158)",-37.78715513136776,144.94108470565158,318701.71,5815803.7
1477224,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,,2011.0,17/05/2011,,,,,Park,24/08/2019,"(-37.81860812198296, 144.97535913973653)",-37.81860812198296,144.97535913973653,321795.7,5812379.43
1050687,English Ash,Fraxinus excelsior,Fraxinus,Oleaceae,,1900.0,01/01/2000,,,,,Street,24/08/2019,"(-37.78124270545407, 144.95521297851388)",-37.78124270545407,144.95521297851386,319931.56,5816487.09
1062262,Deodar,Cedrus deodara,Cedrus,Pinaceae,85.0,2000.0,01/01/2000,Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.81421625451755, 144.97601552905886)",-37.81421625451755,144.97601552905888,321842.92,5812868.03
1046422,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,12/07/1998,,,,,Park,24/08/2019,"(-37.78853438475151, 144.9525711178493)",-37.78853438475151,144.95257111784932,319716.61,5815672.87
1059614,Jacaranda,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,15.0,2000.0,10/10/2000,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.79553397829754, 144.92809414276022)",-37.79553397829754,144.92809414276022,317578.31,5814848.65
1018378,London Plane,Platanus x acerifolia,Platanus,Platanaceae,,1997.0,21/10/1997,,,,,Street,24/08/2019,"(-37.79581024648753, 144.9388718918751)",-37.795810246487534,144.9388718918751,318528.02,5814838.98
1493858,Hill¿s Weeping Fig,Ficus microcarpa,Ficus,Moraceae,,2011.0,03/10/2011,,,,,Park,24/08/2019,"(-37.824556676615884, 144.94636018122404)",-37.82455667661589,144.946360181224,319257.52,5811663.61
1521327,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.78696021128952, 144.9438860056704)",-37.786960211289525,144.9438860056704,318947.93,5815830.76
1523865,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,2012.0,27/04/2012,,,,,Park,24/08/2019,"(-37.77940330754742, 144.93952892886355)",-37.77940330754742,144.93952892886355,318545.74,5816660.87
1051974,Wattle,Acacia unknown,Acacia,Fabaceae,,1998.0,29/12/1998,,,,,Street,24/08/2019,"(-37.786027225479465, 144.94300879400566)",-37.78602722547947,144.94300879400566,318868.4,5815932.59
1509608,Moreton Bay Fig,Ficus macrophylla,Ficus,Moraceae,,2012.0,07/06/2012,,,,,Park,24/08/2019,"(-37.81639140163058, 144.9373780461381)",-37.816391401630575,144.9373780461381,318446.9,5812552.26
1059183,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,21.0,2000.0,07/12/2000,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.82098809762187, 144.92756074965644)",-37.820988097621864,144.92756074965644,317594.0,5812023.05
1049845,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,1998.0,17/12/1998,,,,,Park,24/08/2019,"(-37.7914830506595, 144.9476791101542)",-37.7914830506595,144.94767911015418,319292.99,5815336.22
1764329,Wilga,Geijera parviflora,Geijera,Rutaceae,,2019.0,18/06/2019,,,,,Park,24/08/2019,"(-37.80276957278146, 144.92515043516153)",-37.802769572781465,144.92515043516153,317336.93,5814039.99
1494265,Manchurian Pear,Pyrus ussuriensis,Pyrus,Rosaceae,,2011.0,05/10/2011,,,,,Street,24/08/2019,"(-37.80297644927761, 144.95580192388528)",-37.80297644927761,144.95580192388528,320036.18,5814076.52
1635055, Prickly-leaved paperbark,Melaleuca nodosa,Melaleuca,Myrtaceae,,2016.0,08/06/2016,,,,,Park,24/08/2019,"(-37.82095295315987, 144.9465964024056)",-37.82095295315987,144.9465964024056,319269.52,5812063.96
1605801,Judas Tree,Cercis siliquastrum,Cercis,Fabaceae,,2015.0,09/10/2015,,,,,Street,24/08/2019,"(-37.7944142516277, 144.93101482831028)",-37.7944142516277,144.93101482831028,317832.74,5814978.6
1046110,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,1998.0,12/03/1998,,,,,Park,24/08/2019,"(-37.788620646929175, 144.95426286747897)",-37.788620646929175,144.95426286747897,319865.8,5815666.56
1675043,Golden Honeylocust,Gleditsia triacanthos,Gleditsia,Fabaceae,,2017.0,08/09/2017,,,,,Street,24/08/2019,"(-37.79742684034948, 144.9497014895854)",-37.79742684034948,144.9497014895854,319485.55,5814680.57
1063668,London Plane,Platanus x acerifolia,Platanus,Platanaceae,31.0,2000.0,01/01/2000,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.78168405112321, 144.90984227530384)",-37.78168405112321,144.90984227530384,315936.77,5816349.74
1561265,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2014.0,04/06/2014,,,,,Park,24/08/2019,"(-37.82320637945463, 144.97571574737884)",-37.82320637945463,144.97571574737884,321838.15,5811869.86
1015276,Golden Honeylocust,Gleditsia triacanthos,Gleditsia,Fabaceae,44.0,1900.0,02/01/2000,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.79854638373683, 144.94939682837725)",-37.79854638373683,144.94939682837725,319461.45,5814555.75
1026166,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,35.0,1997.0,24/11/1997,Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.810255005975534, 144.98210995413697)",-37.810255005975534,144.98210995413697,322369.93,5813319.2
1524806,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,,,,,,,,Park,24/08/2019,"(-37.79780498807465, 144.9169711329448)",-37.79780498807465,144.9169711329448,316604.49,5814574.87
1521020,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.78823484938698, 144.94889998941719)",-37.78823484938698,144.94889998941719,319392.59,5815699.02
1053810,Bangalay,Eucalyptus botryoides,Eucalyptus,Myrtaceae,28.0,1999.0,13/01/1999,Semi-Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.78660035663204, 144.95247722253248)",-37.786600356632036,144.95247722253245,319703.64,5815887.3
1584432,Swamp Sheoak,Casuarina obesa,Casuarina,Casuarinaceae,,2015.0,18/06/2015,,,,,Park,24/08/2019,"(-37.79518227121863, 144.95243585331326)",-37.795182271218636,144.95243585331326,319720.86,5814934.92
1441475,Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,30.0,2010.0,05/03/2010,Semi-Mature,61+ years,80.0,,Park,24/08/2019,"(-37.82954096367173, 144.9647307104607)",-37.829540963671725,144.96473071046069,320886.55,5811145.92
1524621,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.78843008512902, 144.95113377967388)",-37.78843008512902,144.95113377967388,319589.78,5815681.67
